"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0C660","2019-07-28 05:00:00","176.000","215.000","0.400","25.000","0.880","987.600","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.000",""
"C0SA10","2019-07-28 05:00:00","411.000","349.000","1.100","23.700","0.910","963.200","-99.000","1.000","-99.000","-99.000","-99.000","23.700","","22.900",""
"C0M740","2019-07-28 05:00:00","15.000","135.000","0.600","25.400","0.930","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.300",""
"C0K460","2019-07-28 05:00:00","60.000","50.000","0.800","25.300","0.860","999.600","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.300",""
"C0X100","2019-07-28 05:00:00","10.000","117.000","1.500","27.700","0.870","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.600",""
"C0K560","2019-07-28 05:00:00","117.000","111.000","0.700","24.000","0.920","994.800","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","23.500",""
"C0R150","2019-07-28 05:00:00","105.000","112.000","1.800","25.000","0.990","994.400","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","24.700",""
"C0S690","2019-07-28 05:00:00","522.000","306.000","0.700","23.300","0.930","950.600","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","21.300",""
"C0U870","2019-07-28 05:00:00","474.000","0.000","0.000","23.400","0.960","955.900","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.400",""
"C0A520","2019-07-28 05:00:00","48.000","259.000","0.400","25.500","0.960","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.500",""
"C0X130","2019-07-28 05:00:00","27.000","103.000","1.400","25.800","0.900","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.400",""
"C0V400","2019-07-28 05:00:00","56.000","89.000","2.300","25.500","0.940","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.500",""
"C0UA40","2019-07-28 05:00:00","1121.000","203.000","4.100","20.200","0.900","886.600","-99.000","0.000","-99.000","-99.000","-99.000","20.900","","19.800",""
"C0G720","2019-07-28 05:00:00","50.000","89.000","1.500","25.200","0.850","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.700",""
"C0G890","2019-07-28 05:00:00","24.000","132.000","1.700","26.200","1.000","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.200",""
"C0I540","2019-07-28 05:00:00","3344.000","100.000","3.000","8.300","0.860","683.500","-99.000","-99.000","-99.000","-99.000","-99.000","11.500","","7.400",""
"C0K390","2019-07-28 05:00:00","31.000","87.000","0.400","25.600","0.860","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.300",""
"C0T9A0","2019-07-28 05:00:00","498.000","213.000","1.600","22.400","0.990","953.700","-99.000","3.500","-99.000","-99.000","-99.000","22.800","","21.800",""
"C0AH40","2019-07-28 05:00:00","426.000","117.000","0.600","25.700","0.870","959.900","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.200",""
"C0X280","2019-07-28 05:00:00","22.000","165.000","0.700","26.300","0.860","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.200",""
"C0V620","2019-07-28 05:00:00","18.000","178.000","1.300","27.100","0.890","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.700",""
"C0H960","2019-07-28 05:00:00","120.000","185.000","2.600","25.000","0.990","992.300","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.000",""
"C0M530","2019-07-28 05:00:00","1385.000","84.000","0.600","17.600","0.970","865.800","-99.000","0.000","-99.000","-99.000","-99.000","17.900","","17.300",""
"C0R170","2019-07-28 05:00:00","26.000","11.000","1.100","25.600","1.000","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.400",""
"C0I420","2019-07-28 05:00:00","305.000","76.000","0.800","22.500","0.970","974.000","-99.000","-99.000","-99.000","-99.000","-99.000","23.500","","22.300",""
"C0A640","2019-07-28 05:00:00","241.000","0.000","0.000","25.500","0.840","982.300","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","24.500",""
"C0A930","2019-07-28 05:00:00","216.000","224.000","1.000","26.600","0.990","981.400","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","24.300",""
"C0F9M0","2019-07-28 05:00:00","230.000","91.000","0.500","24.300","0.920","981.200","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.800",""
"C0AC40","2019-07-28 05:00:00","1079.000","138.000","3.000","19.800","0.990","889.900","-99.000","0.000","-99.000","-99.000","-99.000","20.800","","19.800",""
"C0AI00","2019-07-28 05:00:00","188.000","247.000","1.500","25.500","0.920","985.900","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.300",""
"C0T9M0","2019-07-28 05:00:00","92.000","284.000","1.600","24.800","0.980","999.300","-99.000","0.500","-99.000","-99.000","-99.000","25.100","","24.500",""
"C0K430","2019-07-28 05:00:00","30.000","129.000","1.500","25.600","0.900","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.500",""
"C0Z170","2019-07-28 05:00:00","199.000","0.000","0.100","24.800","0.990","988.100","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.400",""
"C0Z100","2019-07-28 05:00:00","36.000","229.000","0.400","25.400","0.970","1006.000","-99.000","3.000","-99.000","-99.000","-99.000","26.200","","25.300",""
"C0U710","2019-07-28 05:00:00","1942.000","0.000","0.100","15.800","0.850","806.400","-99.000","0.000","-99.000","-99.000","-99.000","17.500","","15.100",""
"C0SA30","2019-07-28 05:00:00","92.000","302.000","1.000","25.000","0.950","998.900","-99.000","0.500","-99.000","-99.000","-99.000","27.100","","25.000",""
"C0V500","2019-07-28 05:00:00","6.000","192.000","0.400","28.900","0.860","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","28.000",""
"CM0160","2019-07-28 05:00:00","196.000","0.000","0.100","23.100","0.960","990.700","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","22.900",""
"C0V350","2019-07-28 05:00:00","36.000","0.000","0.000","25.500","0.910","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.100",""
"C0W120","2019-07-28 05:00:00","58.000","199.000","5.300","26.600","0.910","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.300",""
"C0R470","2019-07-28 05:00:00","103.000","357.000","2.500","25.900","0.890","996.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.200",""
"C0M770","2019-07-28 05:00:00","164.000","135.000","1.000","25.400","0.880","988.400","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","24.800",""
"C0S930","2019-07-28 05:00:00","248.000","62.000","0.400","24.000","0.960","981.300","-99.000","0.500","-99.000","-99.000","-99.000","24.900","","23.700",""
"C0A9B0","2019-07-28 05:00:00","7.000","0.000","0.000","28.000","0.780","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.900",""
"C0F9Y0","2019-07-28 05:00:00","3313.000","158.000","3.400","10.400","0.690","686.800","-99.000","0.000","-99.000","-99.000","-99.000","10.500","","8.100",""
"C0E790","2019-07-28 05:00:00","344.000","102.000","1.100","22.600","1.000","968.600","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.400",""
"C0O810","2019-07-28 05:00:00","161.000","11.000","1.100","23.300","0.990","992.300","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.200",""
"C0G880","2019-07-28 05:00:00","92.000","136.000","0.700","24.400","0.870","997.700","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.200",""
"C0X270","2019-07-28 05:00:00","33.000","137.000","0.500","23.900","1.000","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","23.700",""
"C0R260","2019-07-28 05:00:00","76.000","146.000","0.700","25.000","0.950","998.300","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.900",""
"C0U950","2019-07-28 05:00:00","1012.000","126.000","12.100","20.600","1.000","898.400","-99.000","2.000","18.500","127.000","","21.700","","20.600",""
"C0O860","2019-07-28 05:00:00","38.000","77.000","1.500","25.200","0.960","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.000",""
"C0S980","2019-07-28 05:00:00","901.000","347.000","0.700","21.200","1.000","909.800","-99.000","1.000","-99.000","-99.000","-99.000","21.500","","20.300",""
"C0X110","2019-07-28 05:00:00","20.000","104.000","1.200","26.900","0.920","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","26.800",""
"C0V310","2019-07-28 05:00:00","46.000","46.000","0.600","24.600","1.000","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.400",""
"C0G620","2019-07-28 05:00:00","110.000","236.000","0.800","23.600","0.990","995.800","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.400",""
"C0AD50","2019-07-28 05:00:00","84.000","260.000","0.300","25.800","1.000","998.300","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.500",""
"C0A9A0","2019-07-28 05:00:00","24.000","0.000","0.000","27.400","0.870","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.300",""
"C0O830","2019-07-28 05:00:00","127.000","0.000","0.000","23.500","0.970","993.500","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","23.300",""
"C0S760","2019-07-28 05:00:00","1621.000","0.000","0.000","16.700","1.000","838.000","-99.000","0.000","-99.000","-99.000","-99.000","17.700","","16.700",""
"C0X160","2019-07-28 05:00:00","26.000","37.000","0.300","26.700","0.840","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","25.900",""
"C0C490","2019-07-28 05:00:00","157.000","235.000","0.500","25.600","0.840","989.400","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.100",""
"C0F970","2019-07-28 05:00:00","145.000","110.000","1.600","23.900","0.900","990.300","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.800",""
"C0M690","2019-07-28 05:00:00","33.000","107.000","0.900","24.200","0.950","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0V690","2019-07-28 05:00:00","30.000","218.000","2.900","29.200","0.790","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.400",""
"C0Z210","2019-07-28 05:00:00","126.000","125.000","0.700","24.400","0.990","995.700","-99.000","1.000","-99.000","-99.000","-99.000","25.300","","24.300",""
"C0U770","2019-07-28 05:00:00","5.000","327.000","2.900","24.300","0.950","1007.400","-99.000","1.500","-99.000","-99.000","-99.000","25.900","","24.300",""
"C0Z080","2019-07-28 05:00:00","298.000","183.000","0.300","23.300","0.960","975.500","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.300",""
"C0G640","2019-07-28 05:00:00","17.000","0.000","0.000","24.800","0.960","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.800",""
"C0X200","2019-07-28 05:00:00","61.000","84.000","0.700","23.900","0.990","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","23.800",""
"C0U900","2019-07-28 05:00:00","63.000","251.000","0.500","26.100","0.990","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.000",""
"C0Z230","2019-07-28 05:00:00","31.000","298.000","1.700","26.200","0.780","1005.600","-99.000","2.500","-99.000","-99.000","-99.000","26.400","","25.500",""
"C0F9O0","2019-07-28 05:00:00","175.000","0.000","0.100","24.400","1.000","987.400","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.400",""
"C0C540","2019-07-28 05:00:00","46.000","264.000","0.300","26.100","0.880","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.300",""
"C0G770","2019-07-28 05:00:00","15.000","99.000","0.800","25.800","0.970","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.800",""
"C0V670","2019-07-28 05:00:00","20.000","198.000","1.900","28.500","0.830","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","27.700",""
"C0A870","2019-07-28 05:00:00","685.000","162.000","3.300","22.200","0.970","930.300","-99.000","0.000","-99.000","-99.000","-99.000","22.300","","21.400",""
"C0R220","2019-07-28 05:00:00","23.000","38.000","1.000","26.100","1.000","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.000",""
"C0Z220","2019-07-28 05:00:00","589.000","264.000","1.200","21.800","0.960","944.500","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","21.700",""
"C0D560","2019-07-28 05:00:00","147.000","129.000","1.200","24.200","0.830","991.100","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.100",""
"C0I380","2019-07-28 05:00:00","258.000","123.000","0.300","23.700","0.990","978.000","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","23.200",""
"C0Z020","2019-07-28 05:00:00","211.000","40.000","1.200","23.800","0.990","984.500","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","23.600",""
"C0Z190","2019-07-28 05:00:00","62.000","301.000","0.600","25.700","0.950","1001.100","-99.000","1.000","-99.000","-99.000","-99.000","27.100","","24.500",""
"C0C710","2019-07-28 05:00:00","143.000","0.000","0.200","23.000","0.980","991.200","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","23.000",""
"C0D360","2019-07-28 05:00:00","523.000","0.000","0.000","20.600","0.990","948.900","-99.000","0.000","-99.000","-99.000","-99.000","21.100","","20.600",""
"C0C680","2019-07-28 05:00:00","228.000","263.000","1.200","24.800","0.900","979.800","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","24.500",""
"C0X140","2019-07-28 05:00:00","17.000","106.000","1.300","26.600","0.880","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.600",""
"C0V710","2019-07-28 05:00:00","34.000","218.000","1.900","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G840","2019-07-28 05:00:00","32.000","0.000","0.200","24.800","0.930","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.800",""
"C0S890","2019-07-28 05:00:00","238.000","0.000","0.000","23.500","0.980","984.700","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.500",""
"C0T820","2019-07-28 05:00:00","550.000","0.000","0.000","21.600","0.970","951.800","-99.000","0.500","-99.000","-99.000","-99.000","22.800","","21.600",""
"C0F9I0","2019-07-28 05:00:00","194.000","201.000","1.200","24.500","0.900","984.900","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.300",""
"C0C650","2019-07-28 05:00:00","208.000","208.000","0.600","23.900","0.910","983.700","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","23.900",""
"C0R600","2019-07-28 05:00:00","766.000","37.000","0.400","22.800","0.900","923.500","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","22.400",""
"C0Z320","2019-07-28 05:00:00","646.000","264.000","0.800","19.600","1.000","938.100","-99.000","0.000","-99.000","-99.000","-99.000","20.400","","19.500",""
"C0K240","2019-07-28 05:00:00","1132.000","329.000","1.100","19.300","0.990","888.500","-99.000","0.000","-99.000","-99.000","-99.000","22.200","","19.300",""
"C0M520","2019-07-28 05:00:00","15.000","150.000","1.500","25.300","0.870","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.900",""
"C0A530","2019-07-28 05:00:00","300.000","205.000","0.900","25.900","0.910","973.900","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","24.300",""
"C0E820","2019-07-28 05:00:00","220.000","202.000","1.100","21.900","0.950","983.100","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","21.800",""
"C0K450","2019-07-28 05:00:00","35.000","0.000","0.000","25.300","0.910","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.300",""
"C0G760","2019-07-28 05:00:00","53.000","0.000","0.000","24.700","0.990","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.600",""
"CM0120","2019-07-28 05:00:00","4.000","186.000","1.700","26.800","0.800","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.600",""
"C0Z290","2019-07-28 05:00:00","946.000","0.000","0.000","21.000","0.990","906.500","-99.000","3.500","-99.000","-99.000","-99.000","21.500","","20.900",""
"C0V680","2019-07-28 05:00:00","40.000","0.000","0.200","26.600","0.870","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.500",""
"C0F9U0","2019-07-28 05:00:00","74.000","0.000","0.200","26.000","0.880","998.500","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.800",""
"C0V530","2019-07-28 05:00:00","34.000","80.000","0.600","25.500","1.000","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.500",""
"C0R550","2019-07-28 05:00:00","38.000","327.000","0.600","26.000","0.930","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.500",""
"C0A950","2019-07-28 05:00:00","60.000","168.000","2.400","27.800","0.840","1000.400","-99.000","0.000","10.400","158.000","","27.900","","27.500",""
"C0R160","2019-07-28 05:00:00","45.000","44.000","1.900","25.000","0.990","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.800",""
"C0F9S0","2019-07-28 05:00:00","43.000","141.000","1.200","25.600","0.880","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0M820","2019-07-28 05:00:00","980.000","0.000","0.000","18.700","0.910","902.500","-99.000","0.000","-99.000","-99.000","-99.000","18.800","","18.500",""
"C0K500","2019-07-28 05:00:00","12.000","0.000","0.000","25.800","0.930","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.800",""
"C0X260","2019-07-28 05:00:00","39.000","137.000","1.200","25.000","0.920","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.000",""
"C0ACA0","2019-07-28 05:00:00","25.000","0.000","0.100","27.000","0.860","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.800",""
"C0X180","2019-07-28 05:00:00","62.000","102.000","1.400","24.700","0.950","999.600","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.600",""
"C0F930","2019-07-28 05:00:00","100.000","112.000","0.900","24.700","1.000","995.500","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.700",""
"C0I010","2019-07-28 05:00:00","1562.000","93.000","1.400","16.500","0.890","846.200","-99.000","2.000","-99.000","-99.000","-99.000","18.000","","16.500",""
"C0R190","2019-07-28 05:00:00","32.000","0.000","0.000","25.700","0.970","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0E420","2019-07-28 05:00:00","19.000","0.000","0.000","24.300","0.890","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.000",""
"C0W160","2019-07-28 05:00:00","49.000","259.000","4.100","25.500","0.950","998.300","-99.000","7.000","-99.000","-99.000","-99.000","27.200","","25.400",""
"C0I460","2019-07-28 05:00:00","110.000","240.000","1.800","25.100","0.900","995.200","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.600",""
"C0A9F0","2019-07-28 05:00:00","35.000","0.000","0.000","27.500","1.000","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.300",""
"C0F9A0","2019-07-28 05:00:00","425.000","0.000","0.000","23.600","0.840","959.800","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","22.600",""
"C0O950","2019-07-28 05:00:00","4.000","0.000","0.000","26.900","0.850","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.600",""
"C0M760","2019-07-28 05:00:00","40.000","0.000","0.200","25.200","0.960","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","25.000",""
"C0AH70","2019-07-28 05:00:00","34.000","264.000","0.800","27.400","0.760","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.400",""
"C0V250","2019-07-28 05:00:00","298.000","60.000","0.900","21.600","0.990","975.000","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","21.600",""
"C0U980","2019-07-28 05:00:00","573.000","125.000","2.200","23.200","1.000","945.400","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","22.500",""
"C0S740","2019-07-28 05:00:00","289.000","312.000","0.500","23.100","0.970","977.400","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","22.900",""
"C0A940","2019-07-28 05:00:00","49.000","0.000","0.000","25.500","0.950","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.500",""
"C0A920","2019-07-28 05:00:00","196.000","0.000","0.000","27.000","0.850","984.500","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","25.400",""
"C0T870","2019-07-28 05:00:00","135.000","336.000","0.400","23.000","0.980","993.300","-99.000","2.500","-99.000","-99.000","-99.000","24.600","","23.000",""
"C0C460","2019-07-28 05:00:00","482.000","0.000","0.000","22.100","0.890","955.000","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","21.700",""
"C0E520","2019-07-28 05:00:00","320.000","0.000","0.000","21.000","1.000","972.400","-99.000","0.000","-99.000","-99.000","-99.000","22.300","","21.000",""
"C0T9D0","2019-07-28 05:00:00","7.000","0.000","0.100","24.200","0.990","1007.800","-99.000","3.000","-99.000","-99.000","-99.000","25.500","","24.200",""
"C0I390","2019-07-28 05:00:00","1184.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0B020","2019-07-28 05:00:00","86.000","106.000","2.700","27.300","0.990","995.700","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.000",""
"CM0170","2019-07-28 05:00:00","106.000","81.000","2.900","23.400","0.890","996.400","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","23.100",""
"C0F860","2019-07-28 05:00:00","2215.000","78.000","0.300","12.900","1.000","779.700","-99.000","0.000","-99.000","-99.000","-99.000","14.500","","12.900",""
"C0U890","2019-07-28 05:00:00","116.000","272.000","1.300","25.900","0.990","995.700","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0G800","2019-07-28 05:00:00","15.000","0.000","0.000","25.400","0.990","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.400",""
"C0F850","2019-07-28 05:00:00","379.000","111.000","0.600","21.700","0.990","964.600","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","21.700",""
"C0AH50","2019-07-28 05:00:00","275.000","0.000","0.100","26.200","0.990","976.400","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.100",""
"C0Z160","2019-07-28 05:00:00","124.000","0.000","0.200","25.000","0.900","995.600","-99.000","1.500","-99.000","-99.000","-99.000","25.900","","18.900",""
"C0R540","2019-07-28 05:00:00","17.000","306.000","1.300","26.500","0.880","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.500",""
"C0K480","2019-07-28 05:00:00","56.000","0.000","0.200","25.400","0.870","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.100",""
"C0H890","2019-07-28 05:00:00","440.000","172.000","0.400","22.300","0.960","958.600","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","22.300",""
"C0S770","2019-07-28 05:00:00","375.000","291.000","0.400","22.400","1.000","966.500","-99.000","1.500","-99.000","-99.000","-99.000","22.900","","21.800",""
"C0X230","2019-07-28 05:00:00","29.000","131.000","1.600","25.000","0.880","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.000",""
"C0B010","2019-07-28 05:00:00","38.000","211.000","0.700","26.700","0.900","1000.200","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","26.700",""
"C0R490","2019-07-28 05:00:00","49.000","3.000","1.900","25.600","0.930","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.600",""
"C0V440","2019-07-28 05:00:00","27.000","345.000","1.500","26.200","0.880","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.600",""
"C0SA40","2019-07-28 05:00:00","200.000","0.000","0.000","23.500","0.990","986.600","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.400",""
"C0Z280","2019-07-28 05:00:00","224.000","0.000","0.000","24.000","0.990","984.300","-99.000","2.500","-99.000","-99.000","-99.000","24.600","","23.900",""
"C0Z070","2019-07-28 05:00:00","247.000","0.000","0.000","23.900","0.990","980.800","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.900",""
"C0T9N0","2019-07-28 05:00:00","261.000","75.000","0.600","23.600","0.960","980.000","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","23.300",""
"C0K470","2019-07-28 05:00:00","97.000","101.000","0.700","24.400","0.890","996.300","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.000",""
"C0V650","2019-07-28 05:00:00","28.000","137.000","0.700","27.100","0.860","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.300",""
"C0H9C0","2019-07-28 05:00:00","3402.000","149.000","0.700","10.600","0.740","677.100","-99.000","1.500","-99.000","-99.000","-99.000","11.900","","8.700",""
"C0U780","2019-07-28 05:00:00","15.000","249.000","0.900","27.100","0.830","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.000",""
"C0U760","2019-07-28 05:00:00","22.000","2.000","0.300","24.700","0.990","1006.500","-99.000","0.500","-99.000","-99.000","-99.000","25.800","","24.700",""
"C0X290","2019-07-28 05:00:00","10.000","132.000","1.800","26.400","0.880","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.400",""
"C0R420","2019-07-28 05:00:00","504.000","66.000","1.300","22.200","-99.000","948.200","-99.000","5.000","-99.000","-99.000","-99.000","23.300","","21.500",""
"C0E830","2019-07-28 05:00:00","37.000","155.000","0.400","26.100","0.870","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.700",""
"C0K330","2019-07-28 05:00:00","38.000","51.000","0.400","25.700","0.880","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.200",""
"C0M660","2019-07-28 05:00:00","40.000","0.000","0.200","25.300","0.880","1003.200","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.200",""
"C0D580","2019-07-28 05:00:00","120.000","0.000","0.000","22.200","0.990","993.400","-99.000","0.000","-99.000","-99.000","-99.000","23.200","","22.200",""
"C0R640","2019-07-28 05:00:00","21.000","62.000","2.700","26.700","0.910","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.700",""
"C0E810","2019-07-28 05:00:00","53.000","166.000","0.600","23.500","0.990","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.500",""
"C0G830","2019-07-28 05:00:00","27.000","87.000","0.800","25.300","0.960","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.200",""
"C0A550","2019-07-28 05:00:00","422.000","0.000","0.100","23.800","1.000","961.400","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.800",""
"C0G750","2019-07-28 05:00:00","31.000","82.000","0.800","25.600","0.870","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0Z270","2019-07-28 05:00:00","343.000","226.000","1.800","23.700","0.970","970.600","-99.000","1.500","-99.000","-99.000","-99.000","24.100","","23.000",""
"C0UA30","2019-07-28 05:00:00","1397.000","126.000","0.300","18.200","1.000","858.500","-99.000","0.500","-99.000","-99.000","-99.000","19.000","","18.000",""
"C0I080","2019-07-28 05:00:00","536.000","0.000","0.000","20.700","0.960","951.500","-99.000","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0T9G0","2019-07-28 05:00:00","605.000","0.000","0.000","22.200","0.990","943.900","-99.000","2.000","-99.000","-99.000","-99.000","23.100","","21.500",""
